# The Comparative Toxicogenomics Database (CTD) - http://ctdbase.org/
#   Copyright 2002-2012 MDI Biological Laboratory. All rights reserved.
#   Copyright 2012-2025 NC State University. All rights reserved.
#  
# 
# Use is subject to the terms set forth at http://ctdbase.org/about/legal.jsp
# These terms include:
# 
#   1. All forms of publication (e.g., web sites, research papers, databases,
#      software applications, etc.) that use or rely on CTD data must cite CTD.
#      Citation guidelines: http://ctdbase.org/about/publications/#citing
# 
#   2. All electronic or online applications must include hyperlinks from 
#      contexts that use CTD data to the applicable CTD data pages.
#      Linking instructions: http://ctdbase.org/help/linking.jsp
# 
#   3. You must notify CTD, and describe your use of our data:
#      http://ctdbase.org/help/contact.go
# 
#   4. For quality control purposes, you must provide CTD with periodic 
#      access to your publication of our data.
# 
# More information: http://ctdbase.org/downloads/
# 
# Report created: Thu May 29 11:28:15 EDT 2025
#
# Fields:
# ChemicalName	ChemicalID	CasRN	DiseaseName	DiseaseID	DirectEvidence	InferenceGeneSymbol	InferenceScore	OmimIDs	PubMedIDs
#
06-Paris-LA-66 protocol	C046983		Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198	therapeutic				4519131
103D5R	C496879		Hyperalgesia	MESH:D006930		MAPK8	11.21		27093858
103D5R	C496879		Hyperplasia	MESH:D006965		AKT1	7.87		20530298
103D5R	C496879		Hyperplasia	MESH:D006965		HIF1A	7.87		20526721
103D5R	C496879		Hypertension	MESH:D006973		HIF1A	3.29		22349312
103D5R	C496879		Hypertension, Portal	MESH:D006975		VEGFA	4.68		18416461
103D5R	C496879		Hypertension, Pulmonary	MESH:D006976		HIF1A	4.18		20110409
103D5R	C496879		Hypertriglyceridemia	MESH:D015228		AKT1	3.94		32045588
103D5R	C496879		Hypertrophy	MESH:D006984		MAPK1	8.84		12237323
103D5R	C496879		Hypertrophy	MESH:D006984		MAPK3	8.84		12237323
103D5R	C496879		Hypoxia-Ischemia, Brain	MESH:D020925		HIF1A	12.77		23694759
103D5R	C496879		Hypoxia-Ischemia, Brain	MESH:D020925		VEGFA	12.77		23694759
103D5R	C496879		Idiopathic Pulmonary Fibrosis	MESH:D054990		HIF1A	5.10		28434932
103D5R	C496879		Infertility, Female	MESH:D007247		MAPK1	9.46		21177758
103D5R	C496879		Infertility, Female	MESH:D007247		MAPK3	9.46		21177758
103D5R	C496879		Inflammation	MESH:D007249		AKT1	6.29		24448315|26297436
103D5R	C496879		Inflammation	MESH:D007249		VEGFA	6.29		19324842
103D5R	C496879		Intellectual Disability	MESH:D008607		SLC2A1	4.41		21937992
103D5R	C496879		Kidney Neoplasms	MESH:D007680		MAPK1	8.89		21813464
103D5R	C496879		Kidney Neoplasms	MESH:D007680		MAPK3	8.89		21813464
103D5R	C496879		Learning Disabilities	MESH:D007859		VEGFA	3.68		20801723
103D5R	C496879		Leukemia, Myeloid	MESH:D007951		VEGFA	4.57		21535412
103D5R	C496879		Leukemia, Promyelocytic, Acute	MESH:D015473		AKT1	4.07		12556562
103D5R	C496879		Liver Cirrhosis	MESH:D008103		HIF1A	7.70		36126797
103D5R	C496879		Liver Cirrhosis	MESH:D008103		VEGFA	7.70		11981751
103D5R	C496879		Liver Cirrhosis, Biliary	MESH:D008105		HIF1A	4.59		22271822
103D5R	C496879		Liver Cirrhosis, Experimental	MESH:D008106		VEGFA	3.14		18416461|18458672
103D5R	C496879		Liver Failure	MESH:D017093		VEGFA	4.23		16757304
103D5R	C496879		Liver Failure, Acute	MESH:D017114		MAPK8	3.98		17185352
103D5R	C496879		Liver Neoplasms	MESH:D008113		SLC2A1	3.86		26943884
103D5R	C496879		Liver Neoplasms, Experimental	MESH:D008114		MAPK1	7.34		28100771
103D5R	C496879		Liver Neoplasms, Experimental	MESH:D008114		MAPK3	7.34		28100771
103D5R	C496879		Lung Diseases	MESH:D008171		HIF1A	8.74		20152896
103D5R	C496879		Lung Diseases	MESH:D008171		VEGFA	8.74		23618901
103D5R	C496879		Lung Neoplasms	MESH:D008175		AKT1	11.02		12511591|21911043|22619562
103D5R	C496879		Lung Neoplasms	MESH:D008175		MAPK1	11.02		11884234|12376484
103D5R	C496879		Lung Neoplasms	MESH:D008175		MAPK3	11.02		11884234|12083368
103D5R	C496879		Lymphoma, T-Cell	MESH:D016399		AKT1	4.52		25658812
103D5R	C496879		Macular Degeneration	MESH:D008268		VEGFA	4.75		15788408
103D5R	C496879		Macular Edema	MESH:D008269		VEGFA	5.11		20577866
103D5R	C496879		Marijuana Abuse	MESH:D002189		AKT1	4.99		21041608
103D5R	C496879		Memory Disorders	MESH:D008569		VEGFA	3.46		20801723
103D5R	C496879		Meningioma	MESH:D008579		AKT1	4.86		23334667
103D5R	C496879		Mesothelioma, Malignant	MESH:D000086002		SLC2A1	4.51		22784439
103D5R	C496879		Metabolism, Inborn Errors	MESH:D008661		SLC2A1	5.29		23452774
103D5R	C496879		Microcephaly	MESH:D008831		SLC2A1	4.95		10980529|9462754
103D5R	C496879		Micronuclei, Chromosome-Defective	MESH:D048629		HIF1A	3.94		23065176
103D5R	C496879		MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 1	OMIM:603933		VEGFA	6.56	603933	
103D5R	C496879		Muscular Atrophy	MESH:D009133		AKT1	4.26		18467435
103D5R	C496879		Myocardial Ischemia	MESH:D017202		VEGFA	3.59		14503966|14583313|15347709|16214533|9860779
103D5R	C496879		Myocardial Reperfusion Injury	MESH:D015428		HIF1A	8.90		18549825|22050707
103D5R	C496879		Myocardial Reperfusion Injury	MESH:D015428		VEGFA	8.90		22050707
103D5R	C496879		Neoplasm Invasiveness	MESH:D009361		HIF1A	11.93		12811834|29501572
103D5R	C496879		Neoplasm Invasiveness	MESH:D009361		MAPK1	11.93		22580338
103D5R	C496879		Neoplasm Invasiveness	MESH:D009361		MAPK3	11.93		22580338
103D5R	C496879		Neoplasm Metastasis	MESH:D009362		MAPK1	11.83		22580338
103D5R	C496879		Neoplasm Metastasis	MESH:D009362		MAPK3	11.83		22580338
103D5R	C496879		Neoplasm Metastasis	MESH:D009362		VEGFA	11.83		15659795|18930813|20158913
103D5R	C496879		Neoplasm Recurrence, Local	MESH:D009364		VEGFA	4.55		20158913
103D5R	C496879		Neoplasms	MESH:D009369		VEGFA	3.49		18494554
103D5R	C496879		Neoplasms, Experimental	MESH:D009374		HIF1A	7.52		28574600
103D5R	C496879		Neoplasms, Experimental	MESH:D009374		VEGFA	7.52		20376344|20932960|28574600
103D5R	C496879		Neovascularization, Pathologic	MESH:D009389		VEGFA	4.47		12399228|17533168
103D5R	C496879		Nerve Degeneration	MESH:D009410		MAPK1	6.83		19911010
103D5R	C496879		Nerve Degeneration	MESH:D009410		MAPK3	6.83		19911010
103D5R	C496879		Nervous System Diseases	MESH:D009422		SLC2A1	4.02		23452774
103D5R	C496879		Obesity	MESH:D009765		AKT1	3.44		23954404
103D5R	C496879		Osteoarthritis	MESH:D010003		SLC2A1	4.42		18973239
103D5R	C496879		Osteochondrodysplasias	MESH:D010009		VEGFA	4.93		24235232
103D5R	C496879		Osteosarcoma	MESH:D012516		VEGFA	4.32		20158913
103D5R	C496879		Ovarian Neoplasms	MESH:D010051		AKT1	19.34	167000	16211241|21266360
103D5R	C496879		Ovarian Neoplasms	MESH:D010051		MAPK1	19.34		16211241
103D5R	C496879		Ovarian Neoplasms	MESH:D010051		MAPK3	19.34		16211241
103D5R	C496879		Ovarian Neoplasms	MESH:D010051		SLC2A1	19.34		20138251
103D5R	C496879		Pain	MESH:D010146		AKT1	3.12		17084039
103D5R	C496879		Pancreatic Neoplasms	MESH:D010190		HIF1A	4.00		16628086
103D5R	C496879		Peritoneal Neoplasms	MESH:D010534		SLC2A1	5.54		22784439
103D5R	C496879		Pneumonia, Pneumococcal	MESH:D011018		MAPK1	13.06		24894820
103D5R	C496879		Pneumonia, Pneumococcal	MESH:D011018		MAPK3	13.06		24894820
103D5R	C496879		Precancerous Conditions	MESH:D011230		AKT1	13.17		26297436
103D5R	C496879		Precancerous Conditions	MESH:D011230		MAPK8	13.17		21317887
103D5R	C496879		Precancerous Conditions	MESH:D011230		VEGFA	13.17		12399228
103D5R	C496879		Prostatic Neoplasms	MESH:D011471		AKT1	14.51		15682402|29610475|33129824
103D5R	C496879		Prostatic Neoplasms	MESH:D011471		HIF1A	14.51		16205110
103D5R	C496879		Prostatic Neoplasms	MESH:D011471		MAPK3	14.51		24763052
103D5R	C496879		Prostatic Neoplasms	MESH:D011471		VEGFA	14.51		12893367|16606632|16908180|20052738
103D5R	C496879		Proteinuria	MESH:D011507		VEGFA	3.62		22808199
103D5R	C496879		Proteus Syndrome	MESH:D016715		AKT1	6.06	176920	
103D5R	C496879		Psoriasis	MESH:D011565		VEGFA	4.10		16385345
103D5R	C496879		Psychoses, Substance-Induced	MESH:D011605		AKT1	3.73		21041608
103D5R	C496879		Pulmonary Disease, Chronic Obstructive	MESH:D029424		HIF1A	4.37		26752192
103D5R	C496879		Radiation Injuries, Experimental	MESH:D011833		HIF1A	19.56		23065176
103D5R	C496879		Radiation Injuries, Experimental	MESH:D011833		MAPK1	19.56		22247605
103D5R	C496879		Radiation Injuries, Experimental	MESH:D011833		MAPK3	19.56		22247605
103D5R	C496879		Reperfusion Injury	MESH:D015427		MAPK8	3.87		20302854
103D5R	C496879		Respiratory Hypersensitivity	MESH:D012130		VEGFA	4.28		30608172
103D5R	C496879		Retinal Diseases	MESH:D012164		VEGFA	4.23		19324842
103D5R	C496879		Retinal Vein Occlusion	MESH:D012170		VEGFA	4.93		16680105
103D5R	C496879		Rhabdomyosarcoma	MESH:D012208		VEGFA	4.70		16116481
103D5R	C496879		Schizophrenia	MESH:D012559		AKT1	3.55		14745448|15982448|17915974|21187413
103D5R	C496879		Seizures	MESH:D012640		SLC2A1	3.44		10980529|11603379|9462754
103D5R	C496879		Sepsis	MESH:D018805		MAPK1	8.93		15489642
103D5R	C496879		Sepsis	MESH:D018805		MAPK3	8.93		15489642
103D5R	C496879		Severe Acute Respiratory Syndrome	MESH:D045169		MAPK1	11.31		20484496
103D5R	C496879		Severe Acute Respiratory Syndrome	MESH:D045169		MAPK3	11.31		20484496
103D5R	C496879		Sezary Syndrome	MESH:D012751		MAPK1	4.66		26551667
103D5R	C496879		Skin Neoplasms	MESH:D012878		AKT1	8.48		21351258
103D5R	C496879		Skin Neoplasms	MESH:D012878		HIF1A	8.48		19276359
103D5R	C496879		Spinal Cord Injuries	MESH:D013119		HIF1A	10.72		21092735
103D5R	C496879		Spinal Cord Injuries	MESH:D013119		VEGFA	10.72		21092735
103D5R	C496879		Squamous Cell Carcinoma of Head and Neck	MESH:D000077195		AKT1	4.24		23873848
103D5R	C496879		Status Epilepticus	MESH:D013226		VEGFA	3.78		17533168
103D5R	C496879		Stomach Neoplasms	MESH:D013274		MAPK1	11.81		17003101
103D5R	C496879		Stomach Neoplasms	MESH:D013274		MAPK3	11.81		17003101
103D5R	C496879		Stomach Neoplasms	MESH:D013274		MAPK8	11.81		18593901
103D5R	C496879		Stomach Ulcer	MESH:D013276		VEGFA	3.85		11353854
103D5R	C496879		Substance Withdrawal Syndrome	MESH:D013375		MAPK1	7.24		17549049
103D5R	C496879		Substance Withdrawal Syndrome	MESH:D013375		MAPK3	7.24		17549049
103D5R	C496879		Thrombotic Microangiopathies	MESH:D057049		VEGFA	5.24		22808199
103D5R	C496879		Thyroid Neoplasms	MESH:D013964		HIF1A	9.30		19808899
103D5R	C496879		Thyroid Neoplasms	MESH:D013964		MAPK1	9.30		34323000
103D5R	C496879		Trigeminal Neuralgia	MESH:D014277		MAPK1	19.94		27093858
103D5R	C496879		Trigeminal Neuralgia	MESH:D014277		MAPK3	19.94		27093858
103D5R	C496879		Trigeminal Neuralgia	MESH:D014277		MAPK8	19.94		27093858
103D5R	C496879		Urinary Bladder Neoplasms	MESH:D001749		AKT1	7.75		36115647
103D5R	C496879		Urinary Bladder Neoplasms	MESH:D001749		HIF1A	7.75		36115647
103D5R	C496879		Urologic Neoplasms	MESH:D014571		VEGFA	4.86		23009795
103D5R	C496879		Uterine Cervical Neoplasms	MESH:D002583		VEGFA	4.34		26432044
103D5R	C496879		Venous Thrombosis	MESH:D020246		HIF1A	4.26		36162953
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Acute Coronary Syndrome	MESH:D054058		ITGB3	5.23		15840736
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Arthritis, Juvenile	MESH:D001171		ITGA2B	5.09		19565504
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Autism Spectrum Disorder	MESH:D000067877		ITGB3	4.37		21254450
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Autistic Disorder	MESH:D001321		ITGB3	4.44		16721604|16724005|17203304
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Bernard-Soulier Syndrome	MESH:D001606		GP1BA	7.44	231200	
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT	OMIM:153670		GP1BA	7.99	153670	
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Cardiomyopathies	MESH:D009202		THPO	4.79		16651473
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Carotid Artery Thrombosis	MESH:D002341		ITGA2B	13.51		1605806
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Carotid Artery Thrombosis	MESH:D002341		ITGB3	13.51		1605806
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Cerebral Hemorrhage	MESH:D002543		ITGA2B	10.07		9445356
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Cerebral Hemorrhage	MESH:D002543		ITGB3	10.07		9445356
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Chemical and Drug Induced Liver Injury	MESH:D056486		THPO	3.99		33122006
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Coronary Thrombosis	MESH:D003328		ITGB3	5.45		8598867
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Glanzmann Thrombasthenia, Autosomal Dominant	MESH:C566061		ITGA2B	7.58	187800	
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Gliosis	MESH:D005911		ITGB3	5.01		12851778
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Hemorrhage	MESH:D006470		ITGB3	4.41		16153930
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Hip Fractures	MESH:D006620		ITGB3	6.83		17264806
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Hypertension	MESH:D006973		GP1BA	4.52		22352330
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Liver Cirrhosis, Experimental	MESH:D008106		ITGA2B	7.03		25380136
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Liver Cirrhosis, Experimental	MESH:D008106		ITGB3	7.03		25380136
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Malaria	MESH:D008288		GYPA	5.71	611162	
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Myocardial Infarction	MESH:D009203		ITGB3	4.28	608446	8598867
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Nerve Degeneration	MESH:D009410		TFEB	4.42		34562559
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		NONARTERITIC ANTERIOR ISCHEMIC OPTIC NEUROPATHY, SUSCEPTIBILITY TO	OMIM:258660		GP1BA	7.99	258660	
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Prostatic Neoplasms	MESH:D011471		ITGB3	4.00		16158739
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Skin Neoplasms	MESH:D012878		GYPA	5.12		17029826
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Stroke	MESH:D020521		ITGA2B	9.54		9445356
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Stroke	MESH:D020521		ITGB3	9.54		9445356
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Thrombasthenia	MESH:D013915		ITGA2B	17.70	273800	
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Thrombasthenia	MESH:D013915		ITGB3	17.70		1371279|1602006
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Thrombocytopenia	MESH:D013921		ITGA2B	9.08		15225244
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Thrombocytopenia	MESH:D013921		ITGB3	9.08		15225244
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Thrombocytopenia, Neonatal Alloimmune	MESH:D054098		ITGB3	7.38		2257303|7694683
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Thrombocytosis	MESH:D013922		THPO	6.18	187950	15813844|33122006
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Thrombosis	MESH:D013927		GP1BA	5.21		17334511
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine	C553100		Von Willebrand disease, platelet type	MESH:C536458		GP1BA	7.99	177820	
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Abortion, Spontaneous	MESH:D000022		MUC4	5.03		18539642
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Acute Kidney Injury	MESH:D058186		OCLN	3.63		19766176
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Autism Spectrum Disorder	MESH:D000067877		TJP1	3.90		35663546
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Brain Injuries, Traumatic	MESH:D000070642		OCLN	5.47		25668593
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Breast Neoplasms	MESH:D001943		CDH1	17.21	114480	17520682|19839049|23921149|24014025
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Breast Neoplasms	MESH:D001943		CDH2	17.21		27811057
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Breast Neoplasms	MESH:D001943		CLDN1	17.21		19579870|24014025
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Breast Neoplasms	MESH:D001943		OCLN	17.21		17459053|24014025
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Breast Neoplasms	MESH:D001943		STC2	17.21		18492817
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Carcinoma	MESH:D002277		CDH1	3.79		16316942|17520682|8075649
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Carcinoma, Adenoid Cystic	MESH:D003528		CDH1	4.34		17520682
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Carcinoma, Ductal	MESH:D044584		CDH1	5.29		29295717
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Carcinoma, Ductal, Breast	MESH:D018270		CDH1	4.97		17660459|8557030
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Carcinoma, Lobular	MESH:D018275		CDH1	5.60		17660459|8557030
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Carcinoma, Renal Cell	MESH:D002292		MUC4	4.94		23797736
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Carcinoma, Squamous Cell	MESH:D002294		CDH1	8.29		17520682
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Carcinoma, Squamous Cell	MESH:D002294		CLDN1	8.29		33665778
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Cell Transformation, Neoplastic	MESH:D002471		CDH1	16.87		24014025
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Cell Transformation, Neoplastic	MESH:D002471		CLDN1	16.87		24014025
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Cell Transformation, Neoplastic	MESH:D002471		MUC1	16.87		22457794
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Cell Transformation, Neoplastic	MESH:D002471		OCLN	16.87		24014025
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Colitis, Ulcerative	MESH:D003093		CDH1	4.16		19915572
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Colorectal Neoplasms	MESH:D015179		CDH1	3.62		10072428|19011631
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		COVID-19	MESH:D000086382		MUC1	4.93		35255492
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Dermatitis, Contact	MESH:D003877		CLDN1	4.38		23136956
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Disease Models, Animal	MESH:D004195		CDH2	3.82		27811057
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Disease Progression	MESH:D018450		CDH1	7.93		19839049
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Disease Progression	MESH:D018450		CDH2	7.93		23876460
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Endometrial Neoplasms	MESH:D016889		CDH1	4.23	608089	8075649
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Endometriosis	MESH:D004715		CLDN1	8.79		20864642
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Endometriosis	MESH:D004715		STC2	8.79		20864642
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Essential Hypertension	MESH:D000075222		OCLN	11.12		34453990
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Essential Hypertension	MESH:D000075222		TJP1	11.12		34453990
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Fibrosis	MESH:D005355		CDH1	3.71		31697999
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Helicobacter Infections	MESH:D016481		CDH1	4.81		19184424
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Hepatic Veno-Occlusive Disease	MESH:D006504		OCLN	4.87		17015055
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Ichthyosis, Leukocyte Vacuoles, Alopecia, And Sclerosing Cholangitis	MESH:C564365		CLDN1	6.99	607626	
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Kidney Diseases	MESH:D007674		CDH1	3.25		31697999
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Liver Cirrhosis	MESH:D008103		CDH1	3.67		32659284
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Liver Neoplasms, Experimental	MESH:D008114		CDH1	3.64		20118494|25319454
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Lung Neoplasms	MESH:D008175		MUC16	4.47		29552305
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Lymphatic Metastasis	MESH:D008207		CLDN1	5.12		33665778
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Mammary Neoplasms, Animal	MESH:D015674		CDH1	3.95		16316942
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Mammary Neoplasms, Experimental	MESH:D008325		CDH1	3.77		16316942
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Medullary cystic kidney disease 1	MESH:C536137		MUC1	7.21	174000	23396133
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Mesothelioma	MESH:D008654		CDH1	9.89		15639718
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Mesothelioma	MESH:D008654		MUC1	9.89		18454162
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Mesothelioma, Malignant	MESH:D000086002		MUC1	4.77		22784439
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Mouth Neoplasms	MESH:D009062		CLDN1	4.69		33665778
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Multiple Myeloma	MESH:D009101		MUC1	4.69		9949172
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Mycoplasma Infections	MESH:D009175		CDH1	5.49		20179380
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Myocardial Ischemia	MESH:D017202		CDH2	3.96		16214533
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Neoplasm Invasiveness	MESH:D009361		CDH1	7.21		19839049|22580338
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Neoplasm Invasiveness	MESH:D009361		CDH2	7.21		27811057
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Neoplasm Metastasis	MESH:D009362		CDH1	7.16		17520682|22580338
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Neoplasm Metastasis	MESH:D009362		CDH2	7.16		23876460
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Neoplasms	MESH:D009369		OCLN	3.85		16982755
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Neoplasm Seeding	MESH:D009366		CDH1	6.64		27224422
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Neoplasms, Experimental	MESH:D009374		CDH1	3.61		27224422
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Nerve Degeneration	MESH:D009410		CDH1	6.86		12387456
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Nerve Degeneration	MESH:D009410		CDH2	6.86		12387456
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Non-alcoholic Fatty Liver Disease	MESH:D065626		STC2	4.47		24097666
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Ovarian Neoplasms	MESH:D010051		CDH1	8.38	167000	8075649
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Ovarian Neoplasms	MESH:D010051		MUC16	8.38		11706781
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Pancreatic Neoplasms	MESH:D010190		CDH1	3.89		18223216
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Peritoneal Neoplasms	MESH:D010534		MUC1	5.80		22784439
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Precancerous Conditions	MESH:D011230		CDH1	8.01		19184424
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Precancerous Conditions	MESH:D011230		MUC1	8.01		28220687
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Prostate cancer, familial	MESH:C537243		CDH1	4.59		14961571|16189707
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Prostatic Intraepithelial Neoplasia	MESH:D019048		CDH1	5.03		22581815
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Prostatic Neoplasms	MESH:D011471		CDH1	6.37		16813949|22581815|29295717|29610475
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Prostatic Neoplasms	MESH:D011471		MUC4	6.37		17013881
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Proteinuria	MESH:D011507		MUC16	4.73		12169874
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		PSEUDO-TORCH SYNDROME 1	OMIM:251290		OCLN	6.91	251290	
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Retinal Diseases	MESH:D012164		OCLN	4.59		19324842
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Rhinitis, Allergic	MESH:D065631		OCLN	4.75		33441633
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Salivary Gland Neoplasms	MESH:D012468		CDH1	4.68		17520682
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Splenomegaly	MESH:D013163		OCLN	4.55		17015055
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Squamous Cell Carcinoma of Head and Neck	MESH:D000077195		CLDN1	4.82		33665778
